APELLIDO APELLIDO, NOMBRE
5/18/2016 6:29:02 PM
Configurar #5

  TIEMPO    FUERZA ROTACIONAL   POSICIÓN    POS (ANAT)    VELOCIDAD
  1110     118.5      158.5           80        210.8
  1120     122.7      156.4           78        211.1
  1130     124.3      154.3           76        211.1
  1140     123.3      152.2           74        211.3
  1150     122.0      150.1           72        211.1
  1160     118.9      148.0           70        210.5
  1170     116.6      145.9           67        210.5
  1180     112.1      143.8           65        210.0
  1190     107.7      141.7           63        210.0
  1200     102.9      139.6           61        210.0
  1210      97.6      137.5           59        209.5
  1220      90.4      135.4           57        208.9
  1230      81.4      133.3           55        208.9
  1240      71.9      131.2           53        208.7
  1250      61.0      129.1           51        208.1
  1260      49.8      127.1           49        207.6
  1270      39.9      125.0           47        207.1
  1280      26.6      122.9           44        206.0
  1290      19.3      120.9           42        204.7
  1300      19.4      119.1           41        179.7
  1310      17.5      117.6           39        120.8
  1320      17.8      116.5           38        111.0
  1330     -30.0      115.7           37         75.6
  1340     -43.1      115.1           37         54.0
  1350     -64.3      114.7           36         30.8
  1360     -82.9      114.6           36          5.5
  1370     -68.7      114.8           36        -26.6
  1380     -58.0      115.3           37        -65.2
  1390     -30.0      116.4           38       -103.2
  1400     -18.3      117.8           39       -128.5
  1410     -19.5      119.3           41       -146.6
  1420     -33.9      121.1           43       -165.0
  1430     -55.9      123.2           45       -207.6
  1440     -78.5      125.3           47       -212.4
  1450     -89.0      127.5           49       -212.7
  1460     -86.8      129.6           51       -212.7
  1470     -76.5      131.7           53       -211.1
  1480     -64.7      133.8           55       -210.3
  1490     -59.0      135.9           57       -209.7
  1500     -60.9      138.0           60       -210.0
  1510     -66.6      140.1           62       -210.5
  1520     -72.7      142.2           64       -210.8
  1530     -73.8      144.3           66       -210.8
  1540     -70.1      146.4           68       -210.8
  1550     -64.4      148.6           70       -210.3
  1560     -61.2      150.6           72       -209.7
  1570     -59.3      152.7           74       -209.7
  1580     -57.5      154.8           76       -209.7
  1590     -55.7      156.9           78       -209.5
  1600     -53.2      159.0           81       -209.7
  1610     -49.0      161.1           83       -209.2
  1620     -45.6      163.2           85       -209.2
  1630     -41.5      165.3           87       -208.7
  1640     -35.9      167.4           89       -208.4
  1650     -30.6      169.5           91       -208.7
  1660     -24.1      171.6           93       -208.1
  1670     -16.5      173.7           95       -207.9
  1680      -6.9      175.7           97       -207.6
  1690      -0.1      177.8           99       -207.9
  1700       0.0      179.9          101       -208.1
  1710       0.0      182.0          104       -208.4
  1720       5.4      184.0          106       -202.8
  1730      28.9      185.9          107       -188.4
  1740      43.5      187.5          109       -153.6
  1750      75.5      188.7          110        -99.8
  1760      78.0      189.5          111        -69.2
  1770      76.1      189.7          111        -12.2
  1780      89.0      189.5          111         26.8
  1790      79.6      188.9          110         80.9
  1800      73.9      187.9          109        113.6
  1810      74.3      186.5          108        137.3
  1820      78.8      184.6          106        191.4
  1830      92.9      182.5          104        211.9
  1840     109.8      180.3          102        212.9
  1850     124.6      178.2          100        213.7
  1860     131.9      176.1           98        214.0
  1870     133.2      173.9           95        212.9
  1880     125.8      171.8           93        212.1
  1890     113.2      169.7           91        211.1
  1900     105.5      167.6           89        210.0
  1910     102.2      165.5           87        210.0
  1920     104.4      163.4           85        210.0
  1930     108.6      161.3           83        210.5
  1940     113.5      159.2           81        210.5
  1950     118.4      157.1           79        211.1
  1960     121.5      155.0           77        211.3
  1970     122.3      152.8           74        211.6
  1980     120.3      150.7           72        211.1
  1990     116.1      148.6           70        210.5
  2000     111.1      146.5           68        210.0
  2010     106.7      144.4           66        210.0
  2020     103.1      142.3           64        209.7
  2030      99.7      140.2           62        209.7
  2040      94.0      138.1           60        209.7
  2050      87.5      136.0           58        209.2
  2060      77.7      133.9           55        208.7
  2070      68.9      131.9           53        208.4
  2080      58.7      129.8           51        208.1
  2090      47.9      127.7           49        207.6
  2100      36.9      125.6           47        207.1
  2110      24.4      123.6           45        206.3
  2120      17.8      121.5           43        204.9
  2130      18.3      119.6           41        173.8
  2140      17.0      118.0           40        132.0
  2150     -17.5      116.8           38        109.1
  2160     -35.3      115.9           37         88.9
  2170     -47.9      115.3           37         58.3
  2180     -69.3      114.9           36         37.2
  2190     -84.5      114.7           36          5.3
  2200     -64.8      114.9           36        -25.0
  2210     -49.2      115.5           37        -64.9
  2220     -27.4      116.5           38        -99.0
  2230     -22.2      117.8           39       -122.9
  2240     -26.6      119.4           41       -142.6
  2250     -44.3      121.1           43       -164.7
  2260     -60.9      123.3           45       -209.5
  2270     -77.4      125.4           47       -212.4
  2280     -86.0      127.5           49       -212.4
  2290     -83.5      129.6           51       -212.4
  2300     -77.7      131.7           53       -211.3
  2310     -68.9      133.9           55       -210.8
  2320     -65.5      136.0           58       -210.0
  2330     -67.8      138.1           60       -210.3
  2340     -72.0      140.2           62       -210.5
  2350     -75.9      142.3           64       -210.8
  2360     -76.2      144.4           66       -210.5
  2370     -73.2      146.5           68       -210.3
  2380     -68.6      148.6           70       -210.0
  2390     -66.6      150.7           72       -210.0
  2400     -65.4      152.8           74       -210.0
  2410     -64.0      154.9           76       -210.0
  2420     -60.9      157.0           79       -209.7
  2430     -57.5      159.1           81       -209.7
  2440     -54.5      161.2           83       -209.7
  2450     -53.0      163.3           85       -209.5
  2460     -51.4      165.4           87       -209.2
  2470     -47.9      167.5           89       -209.2
  2480     -42.6      169.6           91       -209.2
  2490     -35.0      171.6           93       -208.7
  2500     -26.3      173.7           95       -208.1
  2510     -17.8      175.8           97       -207.9
  2520     -10.3      177.9           99       -207.9
  2530      -2.0      180.0          102       -207.9
  2540       0.0      182.0          104       -207.9
  2550       0.0      184.1          106       -208.1
  2560      19.5      186.1          108       -181.8
  2570      44.2      187.8          109       -142.9
  2580      75.1      189.1          111       -127.2
  2590      79.9      189.9          111        -67.8
  2600      84.6      190.2          112        -11.7
  2610      96.3      189.9          111         29.2
  2620      83.8      189.2          111         88.1
  2630      75.3      188.2          110        122.7
  2640      72.0      186.6          108        146.1
  2650      74.7      184.6          106        199.9
  2660      93.6      182.5          104        211.9
  2670     111.6      180.4          102        212.9
  2680     123.9      178.3          100        214.0
  2690     130.6      176.1           98        213.7
  2700     129.8      174.0           96        212.9
  2710     121.0      171.9           93        211.9
  2720     109.3      169.8           91        210.5
  2730     101.7      167.7           89        210.3
  2740      99.1      165.6           87        210.0
  2750      99.7      163.5           85        210.0
  2760     104.5      161.4           83        210.5
  2770     110.8      159.2           81        210.8
  2780     115.7      157.1           79        211.1
  2790     117.0      155.0           77        211.3
  2800     115.8      152.9           74        211.1
  2810     114.9      150.8           72        211.1
  2820     110.6      148.7           70        210.8
  2830     105.9      146.6           68        210.3
  2840     102.0      144.5           66        210.0
  2850      99.3      142.4           64        209.7
  2860      94.6      140.3           62        210.0
  2870      88.5      138.2           60        209.5
  2880      80.4      136.1           58        208.9
  2890      70.9      134.0           56        208.4
  2900      61.7      131.9           53        208.7
  2910      51.5      129.9           51        207.9
  2920      41.1      127.8           49        207.3
  2930      27.4      125.7           47        206.3
  2940      19.1      123.7           45        204.9
  2950      17.1      121.6           43        204.4
  2960     -33.0      119.7           41        174.3
  2970     -26.2      118.1           40        148.8
  2980     -38.6      116.9           38         97.7
  2990     -56.4      116.1           38         79.6
  3000     -71.9      115.4           37         58.5
  3010     -80.3      115.2           37         20.7
  3020     -49.9      115.2           37        -11.9
  3030     -41.9      115.6           37        -42.5
  3040     -31.2      116.3           38        -72.9
  3050     -30.1      117.3           39        -98.2
  3060     -35.8      118.6           40       -122.4
  3070     -46.8      120.2           42       -148.8
  3080     -51.7      122.2           44       -200.9
  3090     -63.2      124.3           46       -212.1
  3100     -71.6      126.4           48       -212.1
  3110     -78.4      128.6           50       -212.1
  3120     -81.6      130.7           52       -211.9
  3130     -77.7      132.8           54       -211.6
  3140     -70.2      134.9           56       -210.8
  3150     -66.4      137.0           59       -210.5
  3160     -64.8      139.1           61       -210.3
  3170     -67.0      141.2           63       -210.3
  3180     -69.0      143.3           65       -210.8
  3190     -68.7      145.4           67       -210.3
  3200     -66.9      147.5           69       -210.3
  3210     -64.8      149.6           71       -210.0
  3220     -63.1      151.7           73       -210.0
  3230     -60.9      153.8           75       -210.0
  3240     -58.7      155.9           77       -209.7
  3250     -56.8      158.0           80       -209.7
  3260     -55.2      160.1           82       -210.0
  3270     -54.0      162.2           84       -209.7
  3280     -53.0      164.3           86       -209.7
  3290     -49.8      166.4           88       -209.2
  3300     -44.9      168.5           90       -209.2
  3310     -38.4      170.6           92       -208.7
  3320     -29.7      172.7           94       -208.4
  3330     -22.5      174.8           96       -208.1
  3340     -14.1      176.8           98       -207.6
  3350      -6.1      178.9          100       -207.6
  3360       0.0      181.0          103       -207.9
  3370       0.0      183.1          105       -207.9
  3380       0.0      185.2          107       -208.4
  3390      17.8      187.1          109       -209.2
  3400      37.0      188.6          110       -140.5
  3410      66.4      189.7          111        -90.2
  3420      73.6      190.4          112        -61.4
  3430      77.0      190.6          112         -6.1
  3440      91.9      190.3          112         34.6
  3450      85.3      189.6          111         72.9
  3460      80.5      188.5          110        113.9
  3470      74.4      186.9          108        151.2
  3480      72.8      184.9          106        204.4
  3490      91.9      182.7          104        211.6
  3500     108.5      180.6          102        212.7
  3510     121.4      178.5          100        213.5
  3520     130.4      176.3           98        213.7
  3530     129.9      174.2           96        213.2
  3540     120.5      172.1           94        211.9
  3550     107.9      170.0           92        210.8
  3560     100.3      167.9           89        210.3
  3570      97.6      165.8           87        210.0
  3580      99.5      163.7           85        209.7
  3590     103.7      161.6           83        210.5
  3600     108.9      159.5           81        210.5
  3610     112.5      157.4           79        210.8
  3620     113.6      155.3           77        210.5
  3630     114.0      153.1           75        211.1
  3640     111.1      151.0           73        210.8
  3650     107.8      148.9           70        210.3
  3660     103.2      146.8           68        210.0
  3670      99.1      144.7           66        209.7
  3680      94.5      142.6           64        209.5
  3690      89.1      140.5           62        209.5
  3700      81.6      138.4           60        209.5
  3710      73.0      136.3           58        208.9
  3720      63.5      134.3           56        208.1
  3730      52.5      132.2           54        207.9
  3740      42.3      130.1           52        207.6
  3750      32.1      128.0           50        207.1
  3760      23.2      126.0           48        205.5
  3770      17.1      123.9           45        204.7
  3780      16.3      121.9           43        204.7
  3790     -36.9      119.9           41        194.8
  3800     -38.2      118.3           40        154.1
  3810     -49.8      117.1           39        112.8
  3820     -63.9      116.2           38         73.4
  3830     -77.6      115.6           37         52.4
  3840     -75.0      115.3           37         15.9
  3850     -35.0      115.4           37        -11.7
  3860     -29.7      115.7           37        -35.9
  3870     -28.7      116.3           38        -59.9
  3880     -35.8      117.2           39        -83.8
  3890     -44.6      118.4           40       -124.3
  3900     -47.7      119.9           41       -172.5
  3910     -45.0      121.7           43       -212.4
  3920     -48.3      123.8           45       -210.5
  3930     -58.6      125.9           47       -211.3
  3940     -71.1      128.0           50       -212.1
  3950     -81.4      130.2           52       -212.4
  3960     -83.0      132.3           54       -212.1
  3970     -75.5      134.4           56       -211.3
  3980     -67.0      136.5           58       -210.5
  3990     -62.2      138.6           60       -210.3
  4000     -62.6      140.7           62       -210.0
  4010     -67.5      142.8           64       -210.5
  4020     -70.9      144.9           66       -210.5
  4030     -71.1      147.0           69       -210.5
  4040     -69.8      149.1           71       -210.5
  4050     -67.1      151.2           73       -210.3
  4060     -65.2      153.3           75       -210.3
  4070     -62.9      155.4           77       -210.0
  4080     -60.6      157.5           79       -209.7
  4090     -59.1      159.6           81       -209.7
  4100     -58.2      161.7           83       -210.3
  4110     -56.8      163.8           85       -210.0
  4120     -53.8      165.9           87       -209.7
  4130     -48.5      168.0           90       -209.5
  4140     -41.9      170.1           92       -209.2
  4150     -34.2      172.2           94       -208.9
  4160     -27.3      174.3           96       -208.4
  4170     -18.3      176.4           98       -207.6
  4180     -10.8      178.4          100       -207.9
  4190      -2.2      180.5          102       -207.9
  4200       0.0      182.6          104       -208.1
  4210       0.0      184.7          106       -207.9
  4220      20.5      186.7          108       -218.0
  4230      39.2      188.2          110       -149.3
  4240      65.9      189.4          111        -96.9
  4250      73.8      190.2          112        -69.4
  4260      77.0      190.4          112        -14.1
  4270      93.0      190.3          112         24.7
  4280      83.7      189.7          111         66.5
