APELLIDO APELLIDO, NOMBRE
5/10/2016 7:51:58 PM
Configurar #4

  TIEMPO    FUERZA ROTACIONAL   POSICIÓN    POS (ANAT)    VELOCIDAD
  1370     148.6      121.3           37         62.0
  1380     120.8      120.9           36         43.1
  1390     101.0      120.5           36         29.8
  1400      91.3      120.3           36         21.0
  1410      89.0      120.1           36         13.5
  1420      87.1      120.0           36         11.1
  1430      80.5      119.9           35          8.7
  1440      66.7      119.9           35          5.0
  1450      48.5      119.8           35          2.6
  1460      32.1      119.8           35          1.0
  1470       0.3      119.8           35          0.0
  1480       0.3      119.8           35          0.0
  1490      -0.9      119.8           35          0.0
  1500      -3.9      119.8           35         -0.2
  1510       0.0      119.8           35         -2.6
  1520       0.0      119.9           35         -5.3
  1530       0.0      120.0           36         -9.3
  1540       0.0      120.1           36        -13.8
  1550       0.0      120.3           36        -19.4
  1560     -19.4      120.6           36        -30.0
  1570     -30.9      121.1           37        -60.9
  1580     -31.3      121.9           37        -92.1
  1590     -20.1      123.0           39       -125.1
  1600      -7.3      124.3           40       -150.6
  1610      -5.7      125.8           41       -168.2
  1620     -17.2      127.4           43       -184.2
  1630     -28.7      129.3           45       -188.2
  1640     -35.1      131.3           47       -208.4
  1650     -44.5      133.4           49       -210.8
  1660     -50.6      135.5           51       -210.8
  1670     -57.2      137.6           53       -211.3
  1680     -59.9      139.7           55       -211.3
  1690     -57.5      141.9           57       -211.1
  1700     -52.7      144.0           60       -210.8
  1710     -48.7      146.1           62       -210.3
  1720     -48.4      148.2           64       -210.3
  1730     -51.8      150.3           66       -210.5
  1740     -55.3      152.4           68       -210.5
  1750     -57.1      154.5           70       -210.5
  1760     -56.4      156.6           72       -210.8
  1770     -55.2      158.7           74       -210.3
  1780     -54.9      160.8           76       -210.5
  1790     -54.8      162.9           78       -210.3
  1800     -53.6      165.0           81       -210.0
  1810     -48.4      167.1           83       -209.7
  1820     -41.1      169.2           85       -209.2
  1830     -34.7      171.3           87       -208.9
  1840     -28.2      173.4           89       -208.4
  1850     -23.1      175.4           91       -208.1
  1860     -16.4      177.5           93       -208.1
  1870      -8.8      179.6           95       -208.1
  1880       0.0      181.7           97       -207.6
  1890       0.0      183.8           99       -207.9
  1900       0.0      185.8          101       -208.4
  1910       0.0      187.8          103       -187.4
  1920       0.0      189.7          105       -153.0
  1930      34.0      191.1          107       -132.0
  1940      44.5      192.0          108        -93.7
  1950      78.0      192.5          108        -46.5
  1960     108.5      192.6          108          3.1
  1970      89.2      192.3          108         41.7
  1980      75.7      191.4          107        100.3
  1990      70.1      190.2          106        141.3
  2000      73.5      188.7          104        178.9
  2010      82.7      186.8          102        217.7
  2020     100.8      184.7          100        212.7
  2030     115.5      182.5           98        213.2
  2040     130.3      180.4           96        213.7
  2050     134.8      178.3           94        213.7
  2060     133.2      176.1           92        213.2
  2070     127.2      174.0           90        212.1
  2080     123.4      171.9           87        211.3
  2090     125.0      169.8           85        211.3
  2100     129.0      167.7           83        211.6
  2110     130.6      165.5           81        211.6
  2120     131.1      163.4           79        211.3
  2130     133.0      161.3           77        211.6
  2140     135.9      159.2           75        211.1
  2150     139.5      157.1           73        211.3
  2160     144.0      155.0           71        211.3
  2170     147.4      152.9           68        211.6
  2180     148.6      150.7           66        211.6
  2190     147.5      148.6           64        211.1
  2200     145.9      146.5           62        210.5
  2210     143.6      144.4           60        210.5
  2220     142.5      142.3           58        210.3
  2230     142.8      140.2           56        210.5
  2240     143.5      138.1           54        210.3
  2250     142.1      136.0           52        210.3
  2260     141.0      133.9           49        210.3
  2270     139.1      131.8           47        210.3
  2280     134.4      129.7           45        209.5
  2290     127.5      127.7           43        188.2
  2300     127.5      125.7           41        173.0
  2310     149.8      124.0           40        161.3
  2320     169.4      122.9           38        112.6
  2330     172.3      121.9           37         92.1
  2340     152.4      121.3           37         60.9
  2350     124.1      120.8           36         42.3
  2360     105.2      120.5           36         29.0
  2370      97.8      120.3           36         20.4
  2380      97.9      120.1           36         13.3
  2390      99.4      120.0           36         12.2
  2400      94.1      119.9           35          8.2
  2410      80.1      119.9           35          5.3
  2420      60.1      119.8           35          3.1
  2430      40.4      119.8           35          1.5
  2440       2.3      119.8           35          0.2
  2450       0.3      119.8           35          0.2
  2460      -0.9      119.8           35          0.0
  2470      -8.3      119.8           35         -0.5
  2480       0.0      119.8           35         -3.9
  2490     -25.2      120.0           36        -13.3
  2500     -30.8      120.3           36        -34.3
  2510     -24.1      120.9           36        -74.0
  2520      -6.4      121.8           37       -102.7
  2530       0.0      122.8           38       -120.3
  2540       0.0      124.0           40       -130.7
  2550     -14.5      125.2           41       -128.5
  2560     -32.4      126.6           42       -133.1
  2570     -41.2      128.4           44       -177.0
  2580     -33.5      130.4           46       -206.8
  2590     -35.5      132.5           48       -210.0
  2600     -42.8      134.6           50       -210.8
  2610     -53.7      136.7           52       -211.1
  2620     -63.5      138.8           54       -211.9
  2630     -65.9      140.9           56       -211.6
  2640     -64.7      143.1           59       -211.3
  2650     -60.9      145.2           61       -210.8
  2660     -58.4      147.3           63       -210.8
  2670     -58.6      149.4           65       -210.3
  2680     -59.8      151.5           67       -210.8
  2690     -61.3      153.6           69       -210.8
  2700     -61.7      155.7           71       -210.5
  2710     -61.4      157.8           73       -210.0
  2720     -62.6      159.9           75       -210.3
  2730     -63.6      162.0           78       -210.5
  2740     -62.9      164.1           80       -210.5
  2750     -59.5      166.2           82       -210.0
  2760     -54.6      168.3           84       -210.0
  2770     -49.9      170.4           86       -209.7
  2780     -45.0      172.5           88       -209.7
  2790     -38.5      174.6           90       -209.2
  2800     -33.1      176.7           92       -208.7
  2810     -26.6      178.8           94       -208.4
  2820     -18.7      180.9           96       -208.4
  2830      -7.1      183.0           99       -208.1
  2840       0.0      185.0          101       -207.6
  2850       0.0      187.1          103       -205.7
  2860       0.0      189.0          105       -206.8
  2870       0.0      190.5          106       -141.6
  2880       2.8      191.6          107        -94.5
  2890      53.0      192.5          108        -76.9
  2900      82.0      192.8          108        -30.6
  2910     124.8      192.8          108         17.5
  2920     116.3      192.2          108         68.9
  2930      78.6      190.9          106        148.2
  2940      48.7      189.3          105        189.8
  2950      53.2      187.3          103        215.9
  2960      77.3      185.3          101        210.3
  2970     112.8      183.1           99        213.2
  2980     142.9      181.0           97        214.8
  2990     150.8      178.8           94        215.1
  3000     139.1      176.7           92        213.7
  3010     117.8      174.6           90        211.3
  3020     108.8      172.5           88        210.0
  3030     115.7      170.4           86        210.5
  3040     129.6      168.3           84        211.6
  3050     138.0      166.1           82        212.1
  3060     137.0      164.0           80        211.9
  3070     129.9      161.9           77        211.1
  3080     124.5      159.8           75        210.3
  3090     127.9      157.7           73        210.8
  3100     137.8      155.6           71        210.8
  3110     146.7      153.5           69        211.6
  3120     149.6      151.3           67        211.6
  3130     146.6      149.2           65        211.3
  3140     141.6      147.1           63        210.5
  3150     137.9      145.0           61        210.3
  3160     136.8      142.9           58        210.0
  3170     136.8      140.8           56        210.3
  3180     136.1      138.7           54        210.0
  3190     137.1      136.6           52        210.0
  3200     138.0      134.5           50        210.0
  3210     138.2      132.4           48        210.5
  3220     134.5      130.3           46        210.0
  3230     127.2      128.2           44        209.5
  3240     121.9      126.2           42        221.4
  3250     138.9      124.5           40        161.8
  3260     165.8      123.2           39        133.9
  3270     176.4      122.2           38         91.8
  3280     164.5      121.5           37         67.6
  3290     133.6      120.9           36         51.3
  3300     111.3      120.6           36         32.2
  3310      99.4      120.4           36         22.0
  3320      97.9      120.2           36         17.5
  3330      97.9      120.1           36         11.9
  3340      91.8      120.0           36          8.7
  3350      75.5      119.9           35          5.0
  3360      55.2      119.9           35          2.6
  3370      33.4      119.9           35          1.5
  3380       1.1      119.9           35          0.2
  3390       0.3      119.9           35          0.0
  3400      -1.2      119.9           35          0.0
  3410       0.0      119.9           35         -1.5
  3420       0.0      119.9           35         -6.1
  3430      -4.9      120.0           36        -12.5
  3440      -4.9      120.3           36        -24.4
  3450     -10.4      120.7           36        -38.3
  3460      -6.1      121.2           37        -53.7
  3470      -7.5      121.9           37        -67.8
  3480      -9.9      122.8           38        -82.5
  3490     -15.7      123.8           39        -98.2
  3500     -22.5      125.1           41       -141.6
  3510     -25.1      126.6           42       -167.7
  3520     -25.6      128.3           44       -194.6
  3530     -24.7      130.3           46       -202.0
  3540     -33.1      132.4           48       -209.7
  3550     -45.3      134.5           50       -210.8
  3560     -58.4      136.6           52       -211.6
  3570     -69.3      138.7           54       -212.1
  3580     -70.2      140.8           56       -212.1
  3590     -65.9      142.9           58       -211.6
  3600     -60.9      145.1           61       -210.8
  3610     -56.1      147.2           63       -210.3
  3620     -55.9      149.3           65       -210.3
  3630     -58.4      151.4           67       -210.0
  3640     -62.0      153.5           69       -210.5
  3650     -63.2      155.6           71       -210.5
  3660     -63.1      157.7           73       -210.3
  3670     -62.6      159.8           75       -210.3
  3680     -63.3      161.9           77       -210.3
  3690     -62.9      164.0           80       -210.3
  3700     -60.2      166.1           82       -209.7
  3710     -56.4      168.2           84       -209.7
  3720     -50.9      170.3           86       -209.7
  3730     -43.4      172.4           88       -209.5
  3740     -37.6      174.5           90       -208.9
  3750     -32.1      176.6           92       -208.7
  3760     -27.4      178.6           94       -208.7
  3770     -21.6      180.7           96       -208.7
  3780     -13.7      182.8           98       -208.4
  3790      -1.2      184.9          100       -207.6
  3800       0.0      187.0          103       -207.1
  3810       0.0      189.0          105       -212.4
  3820       0.0      190.5          106       -145.3
  3830       0.0      191.6          107        -96.6
  3840      36.1      192.5          108        -79.0
  3850      38.5      193.0          109        -35.6
  3860     135.2      193.1          109          3.1
  3870     124.2      192.7          108         53.2
  3880      97.5      191.7          107        106.2
  3890      63.9      190.0          106        185.2
  3900      44.3      188.1          104        218.3
  3910      61.2      186.0          102        230.2
  3920      96.5      183.9           99        211.9
  3930     132.3      181.8           97        214.0
  3940     153.1      179.6           95        215.3
  3950     144.5      177.5           93        214.3
  3960     119.3      175.4           91        212.1
  3970     105.1      173.3           89        210.0
  3980     104.7      171.2           87        210.0
  3990     121.5      169.0           85        211.3
  4000     137.0      166.9           82        212.4
  4010     141.4      164.8           80        212.4
  4020     134.8      162.7           78        211.9
  4030     124.5      160.6           76        210.5
  4040     122.9      158.5           74        210.0
  4050     130.7      156.4           72        210.5
  4060     141.3      154.3           70        211.1
  4070     147.8      152.1           68        211.9
  4080     148.5      150.0           66        211.6
  4090     142.5      147.9           63        210.8
  4100     138.2      145.8           61        210.0
  4110     135.7      143.7           59        210.0
  4120     136.1      141.6           57        210.3
  4130     136.4      139.5           55        210.3
  4140     136.7      137.4           53        210.0
  4150     136.5      135.3           51        210.3
  4160     136.5      133.2           49        210.0
  4170     136.1      131.1           47        210.5
  4180     133.6      129.0           45        210.0
  4190     126.7      127.0           43        188.2
  4200     136.0      125.0           41        195.1
  4210     158.1      123.7           39        136.8
  4220     174.9      122.5           38        112.3
  4230     169.8      121.7           37         76.6
  4240     144.8      121.1           37         54.5
  4250     119.3      120.7           36         37.5
  4260     103.9      120.4           36         28.2
  4270     102.2      120.2           36         18.9
  4280     106.6      120.1           36         15.4
  4290     105.6      120.0           36         10.6
  4300      95.2      119.9           35          7.4
  4310      73.6      119.8           35          3.9
  4320      51.9      119.8           35          2.6
  4330      30.8      119.8           35          1.3
  4340       0.4      119.8           35          0.0
  4350       0.3      119.8           35          0.0
  4360      -1.2      119.8           35          0.0
  4370       0.0      119.8           35         -2.1
  4380      -0.7      119.8           35         -6.6
  4390     -22.0      120.0           36        -18.9
  4400     -24.5      120.4           36        -47.9
  4410     -10.2      121.0           37        -75.6
  4420       0.0      121.9           37        -95.8
  4430       0.0      122.8           38       -105.9
  4440       0.0      123.8           39       -111.5
  4450     -16.1      124.9           40       -123.7
  4460     -28.7      126.1           42       -131.7
  4470     -34.4      127.6           43       -142.1
  4480     -24.8      129.5           45       -187.9
  4490     -17.5      131.6           47       -207.1
  4500     -24.0      133.7           49       -209.2
  4510     -39.3      135.8           51       -210.0
  4520     -53.6      137.9           53       -211.3
  4530     -65.0      140.0           56       -212.1
  4540     -65.9      142.1           58       -211.9
  4550     -61.2      144.2           60       -211.3
  4560     -54.2      146.3           62       -210.8
  4570     -50.0      148.4           64       -210.5
  4580     -51.0      150.5           66       -210.3
  4590     -53.6      152.6           68       -210.3
  4600     -56.4      154.7           70       -210.5
  4610     -58.2      156.8           72       -210.3
  4620     -59.4      159.0           75       -210.5
  4630     -60.5      161.1           77       -210.5
  4640     -60.9      163.2           79       -210.8
  4650     -59.5      165.3           81       -210.5
  4660     -56.8      167.4           83       -210.5
  4670     -52.3      169.5           85       -210.3
  4680     -48.8      171.6           87       -210.0
  4690     -42.7      173.7           89       -209.5
  4700     -37.6      175.8           91       -208.9
  4710     -32.1      177.9           93       -208.9
  4720     -27.5      179.9           95       -209.2
  4730     -22.2      182.0           98       -208.9
  4740     -14.6      184.1          100       -208.4
  4750      -2.7      186.2          102       -207.9
  4760       0.0      188.3          104       -204.7
  4770       0.0      190.0          106       -177.8
  4780       0.0      191.2          107       -121.3
  4790       0.0      192.2          108        -80.3
  4800       0.0      192.9          108        -72.6
  4810      64.4      193.4          109        -46.5
  4820      48.4      193.6          109         -5.3
  4830     148.2      193.3          109         37.8
