APELLIDO APELLIDO, NOMBRE
5/27/2016 12:18:34 PM
Configurar #3

  TIEMPO    FUERZA ROTACIONAL   POSICIÓN    POS (ANAT)    VELOCIDAD
   870     -41.2      181.6           99       -209.5
   880     -37.7      183.7          101       -209.2
   890     -33.0      185.8          103       -209.5
   900     -27.5      187.9          105       -208.7
   910     -21.3      189.9          107       -187.1
   920     -30.2      191.8          109       -169.5
   930     -38.9      193.1          111       -129.1
   940     -30.4      194.1          112        -96.3
   950     -14.1      194.9          112        -62.5
   960      -3.0      195.5          113        -51.1
   970       0.0      195.9          113        -33.0
   980       0.0      196.2          114        -29.2
   990       0.0      196.4          114        -21.8
  1000       0.0      196.5          114        -14.9
  1010      28.2      196.6          114         -4.2
  1020      75.0      196.5          114         15.7
  1030      88.1      196.1          114         45.2
  1040      78.1      195.3          113         83.0
  1050      57.6      194.0          112        142.6
  1060      62.5      192.5          110        172.5
  1070      81.8      190.8          108        186.3
  1080      86.5      188.6          106        211.6
  1090      88.0      186.5          104        211.9
  1100      82.2      184.4          102        211.3
  1110      81.4      182.3          100        210.5
  1120      84.3      180.2           98        211.1
  1130      87.7      178.1           96        211.6
  1140      92.8      175.9           93        211.9
  1150      95.3      173.8           91        211.9
  1160      96.4      171.7           89        211.3
  1170      96.1      169.6           87        211.6
  1180      94.5      167.5           85        211.3
  1190      92.9      165.4           83        211.1
  1200      93.8      163.3           81        211.1
  1210      96.8      161.1           79        211.1
  1220     100.3      159.0           77        211.1
  1230     102.8      156.9           74        211.6
  1240     105.1      154.8           72        211.1
  1250     107.4      152.7           70        211.6
  1260     110.4      150.6           68        211.3
  1270     113.1      148.5           66        211.1
  1280     115.4      146.4           64        211.3
  1290     117.4      144.2           62        211.1
  1300     118.5      142.1           60        211.6
  1310     119.6      140.0           58        211.3
  1320     120.4      137.9           55        211.3
  1330     120.8      135.8           53        210.8
  1340     120.7      133.7           51        211.1
  1350     120.8      131.6           49        211.3
  1360     121.6      129.5           47        211.1
  1370     121.8      127.4           45        210.8
  1380     120.4      125.2           43        210.5
  1390     128.5      123.4           41        189.5
  1400     143.3      121.8           39        129.6
  1410     150.8      120.6           38        108.3
  1420     142.9      119.8           37         70.8
  1430     122.4      119.2           37         57.2
  1440     103.6      118.7           36         40.7
  1450      86.8      118.4           36         28.4
  1460      67.8      118.2           36         21.5
  1470      49.0      118.0           36         13.3
  1480      33.9      117.9           35          8.5
  1490      21.3      117.9           35          5.8
  1500     -20.6      117.8           35          3.4
  1510     -21.4      117.8           35          2.3
  1520     -39.7      117.8           35         -2.6
  1530     -66.6      118.0           36        -33.8
  1540     -72.5      118.7           36        -88.3
  1550      -3.3      119.9           37       -142.4
  1560       0.0      121.4           39       -161.8
  1570      -6.0      122.9           40       -168.7
  1580     -19.9      124.4           42       -148.8
  1590     -60.6      126.3           44       -188.7
  1600     -81.0      128.4           46       -213.5
  1610     -75.0      130.5           48       -212.9
  1620     -60.9      132.7           50       -210.8
  1630     -61.7      134.8           52       -210.8
  1640     -71.3      136.9           54       -211.3
  1650     -76.2      139.0           57       -211.6
  1660     -71.3      141.1           59       -210.8
  1670     -71.2      143.2           61       -210.8
  1680     -75.7      145.3           63       -210.8
  1690     -80.4      147.4           65       -211.3
  1700     -79.7      149.5           67       -211.1
  1710     -76.9      151.7           69       -210.8
  1720     -75.1      153.8           71       -211.1
  1730     -74.6      155.9           73       -210.5
  1740     -75.3      158.0           76       -210.3
  1750     -76.2      160.1           78       -210.3
  1760     -74.0      162.2           80       -210.5
  1770     -70.9      164.3           82       -210.3
  1780     -67.0      166.4           84       -209.7
  1790     -63.6      168.5           86       -209.5
  1800     -62.1      170.6           88       -210.0
  1810     -58.0      172.7           90       -210.0
  1820     -52.6      174.8           92       -209.5
  1830     -47.1      176.9           94       -209.5
  1840     -42.4      179.0           97       -209.2
  1850     -37.4      181.1           99       -209.2
  1860     -32.4      183.2          101       -209.2
  1870     -27.5      185.3          103       -208.7
  1880     -22.2      187.3          105       -208.4
  1890     -16.3      189.3          107       -187.6
  1900     -19.5      191.3          109       -163.7
  1910     -29.6      192.7          110       -138.1
  1920     -27.0      193.9          111        -92.3
  1930     -11.7      194.7          112        -75.6
  1940       0.0      195.3          113        -48.9
  1950       0.0      195.7          113        -39.6
  1960       0.0      196.0          114        -26.0
  1970       0.0      196.3          114        -19.1
  1980      23.5      196.4          114        -12.7
  1990      68.7      196.4          114          7.1
  2000      87.6      196.1          114         37.5
  2010      84.6      195.5          113         82.5
  2020      69.6      194.5          112        117.4
  2030      62.8      193.0          111        135.2
  2040      76.6      191.3          109        162.3
  2050      85.0      189.3          107        188.4
  2060      93.8      187.1          105        212.4
  2070      90.2      184.9          102        211.9
  2080      82.3      182.8          100        210.8
  2090      81.4      180.7           98        210.5
  2100      83.8      178.6           96        210.8
  2110      87.5      176.5           94        211.6
  2120      92.1      174.4           92        211.6
  2130      95.6      172.3           90        211.3
  2140      97.6      170.1           88        211.6
  2150      98.0      168.0           86        211.9
  2160      96.5      165.9           83        211.6
  2170      95.5      163.8           81        211.1
  2180      95.2      161.7           79        211.1
  2190      96.1      159.6           77        210.8
  2200      98.0      157.5           75        211.1
  2210     100.1      155.4           73        210.8
  2220     104.3      153.2           71        211.3
  2230     107.9      151.1           69        211.3
  2240     112.7      149.0           67        211.3
  2250     115.3      146.9           64        211.3
  2260     115.5      144.8           62        211.3
  2270     115.4      142.7           60        211.1
  2280     114.9      140.6           58        211.1
  2290     115.4      138.5           56        211.1
  2300     116.3      136.3           54        211.1
  2310     116.3      134.2           52        211.1
  2320     115.3      132.1           50        211.1
  2330     113.2      130.0           48        210.8
  2340     108.9      127.9           45        210.3
  2350     103.2      125.8           43        209.7
  2360     102.5      123.9           41        197.5
  2370     112.7      122.2           40        137.3
  2380     117.2      121.0           39        115.0
  2390     108.5      120.1           38         74.8
  2400      86.2      119.4           37         60.4
  2410      60.2      118.9           36         42.5
  2420      38.5      118.6           36         29.8
  2430      24.0      118.4           36         22.8
  2440     -19.8      118.2           36         14.6
  2450     -25.2      118.1           36          9.5
  2460     -73.9      118.1           36         -3.4
  2470     -85.4      118.4           36        -39.6
  2480     -49.5      119.3           37        -91.0
  2490      -5.0      120.6           38       -128.5
  2500       0.0      122.1           40       -142.1
  2510      -6.1      123.8           41       -149.8
  2520     -43.3      125.5           43       -162.6
  2530     -80.4      127.7           45       -209.7
  2540     -89.4      129.8           47       -213.7
  2550     -74.2      131.9           49       -211.9
  2560     -63.9      134.0           52       -210.5
  2570     -63.6      136.1           54       -210.3
  2580     -68.7      138.3           56       -210.8
  2590     -71.1      140.4           58       -210.8
  2600     -68.9      142.5           60       -211.1
  2610     -71.1      144.6           62       -210.8
  2620     -75.4      146.7           64       -210.8
  2630     -76.3      148.8           66       -211.1
  2640     -73.8      150.9           68       -211.1
  2650     -71.1      153.0           71       -210.8
  2660     -68.6      155.1           73       -210.3
  2670     -68.2      157.2           75       -210.0
  2680     -69.2      159.3           77       -210.3
  2690     -70.4      161.4           79       -210.3
  2700     -68.6      163.5           81       -210.5
  2710     -65.9      165.6           83       -209.7
  2720     -62.1      167.7           85       -209.7
  2730     -58.4      169.8           87       -210.0
  2740     -55.1      171.9           89       -210.0
  2750     -51.1      174.0           92       -209.5
  2760     -45.7      176.1           94       -209.2
  2770     -37.3      178.2           96       -209.5
  2780     -29.8      180.3           98       -208.9
  2790     -23.1      182.4          100       -208.7
  2800     -17.0      184.5          102       -207.9
  2810      -9.4      186.6          104       -208.1
  2820      -1.9      188.6          106       -207.9
  2830       0.0      190.7          108       -218.0
  2840      -9.8      192.2          110       -152.2
  2850      -6.5      193.4          111       -101.6
  2860       0.0      194.4          112        -84.1
  2870       0.0      195.0          113        -55.3
  2880       0.0      195.5          113        -49.5
  2890      34.4      195.9          113        -30.8
  2900      55.5      196.0          114         -2.1
  2910      84.1      195.8          113         27.4
  2920      78.4      195.1          113         77.2
  2930      65.1      194.2          112        105.9
  2940      70.8      192.9          110        123.5
  2950      83.0      191.3          109        155.4
  2960      78.8      189.3          107        186.8
  2970      81.4      187.1          105        211.6
  2980      83.7      185.0          103        211.6
  2990      85.0      182.8          100        211.3
  3000      88.7      180.7           98        211.3
  3010      89.1      178.6           96        211.9
  3020      90.9      176.5           94        211.9
  3030      92.9      174.4           92        211.6
  3040      93.8      172.3           90        211.3
  3050      94.6      170.2           88        211.3
  3060      93.6      168.0           86        211.3
  3070      93.0      165.9           83        211.1
  3080      92.9      163.8           81        211.1
  3090      94.4      161.7           79        211.3
  3100      97.1      159.6           77        211.1
  3110      98.4      157.5           75        211.3
  3120      99.9      155.4           73        211.1
  3130     101.0      153.3           71        211.3
  3140     102.5      151.1           69        211.3
  3150     105.0      149.0           67        211.1
  3160     108.6      146.9           64        211.1
  3170     111.7      144.8           62        211.3
  3180     112.7      142.7           60        211.3
  3190     112.5      140.6           58        211.1
  3200     112.7      138.5           56        211.1
  3210     114.3      136.4           54        210.8
  3220     116.3      134.2           52        211.3
  3230     117.3      132.1           50        211.3
  3240     116.8      130.0           48        211.3
  3250     114.0      127.9           45        210.8
  3260     110.0      125.8           43        210.3
  3270     110.6      123.9           41        198.6
  3280     124.2      122.2           40        138.4
  3290     130.7      121.0           39        115.5
  3300     122.9      120.0           38         75.0
  3310     102.2      119.4           37         60.6
  3320      81.9      118.9           36         43.1
  3330      60.2      118.6           36         30.0
  3340      40.5      118.3           36         22.8
  3350      27.0      118.2           36         14.1
  3360     -20.5      118.1           36          9.3
  3370     -20.6      118.0           36          6.1
  3380     -52.2      118.0           36          3.7
  3390     -70.6      118.0           36        -14.9
  3400     -85.7      118.5           36        -56.7
  3410     -30.9      119.6           37       -107.5
  3420       0.0      121.0           39       -135.5
  3430       0.0      122.6           40       -142.4
  3440     -14.4      124.2           42       -150.6
  3450     -55.5      126.1           44       -186.6
  3460     -80.7      128.2           46       -212.9
  3470     -78.9      130.3           48       -212.9
  3480     -63.7      132.5           50       -210.8
  3490     -58.9      134.6           52       -210.5
  3500     -67.5      136.7           54       -211.1
  3510     -70.5      138.8           56       -211.3
  3520     -64.4      140.9           58       -210.8
  3530     -62.2      143.0           61       -210.5
  3540     -68.3      145.1           63       -210.5
  3550     -73.5      147.2           65       -211.1
  3560     -73.1      149.3           67       -211.1
  3570     -71.3      151.4           69       -211.1
  3580     -68.5      153.6           71       -211.1
  3590     -66.9      155.7           73       -210.5
  3600     -65.8      157.8           75       -210.3
  3610     -67.0      159.9           77       -210.3
  3620     -67.7      162.0           80       -210.5
  3630     -64.8      164.1           82       -210.3
  3640     -60.3      166.2           84       -209.7
  3650     -56.4      168.3           86       -209.7
  3660     -53.0      170.4           88       -210.0
  3670     -49.4      172.5           90       -210.0
  3680     -45.7      174.6           92       -209.7
  3690     -40.4      176.7           94       -209.5
  3700     -33.0      178.8           96       -208.9
  3710     -26.0      180.8           98       -208.7
  3720     -20.1      182.9          100       -208.4
  3730     -14.8      185.0          103       -208.4
  3740      -7.7      187.1          105       -207.9
  3750      -1.5      189.1          107       -187.1
  3760      -2.2      191.0          109       -167.7
  3770      -9.6      192.6          110       -154.9
  3780      -0.9      193.7          111       -105.9
  3790       0.0      194.6          112        -84.9
  3800       0.0      195.2          113        -57.2
  3810       0.0      195.6          113        -38.3
  3820      43.7      195.9          113        -25.8
  3830      82.0      195.9          113          9.3
  3840      75.9      195.6          113         40.1
  3850      78.0      194.9          112         70.8
  3860      71.1      193.8          111        127.2
  3870      75.4      192.4          110        163.7
  3880      80.0      190.6          108        204.7
  3890      78.1      188.5          106        232.9
  3900      82.4      186.4          104        211.3
  3910      81.8      184.3          102        211.6
  3920      83.9      182.2          100        211.1
  3930      85.4      180.1           98        211.6
  3940      86.2      178.0           96        211.6
  3950      90.7      175.9           93        211.6
  3960      93.4      173.7           91        211.6
  3970      94.1      171.6           89        211.6
  3980      93.2      169.5           87        211.3
  3990      90.6      167.4           85        211.1
  4000      87.5      165.3           83        210.8
  4010      87.6      163.2           81        210.5
  4020      89.4      161.1           79        211.1
  4030      91.9      159.0           77        210.8
  4040      94.0      156.8           74        210.8
  4050      95.5      154.7           72        211.1
  4060      98.4      152.6           70        211.3
  4070     101.4      150.5           68        211.3
  4080     104.8      148.4           66        211.1
  4090     105.9      146.3           64        211.1
  4100     106.6      144.2           62        211.1
  4110     107.4      142.1           60        211.3
  4120     108.6      140.0           58        211.3
  4130     110.1      137.8           55        211.3
  4140     110.1      135.7           53        210.8
  4150     108.9      133.6           51        210.8
  4160     107.9      131.5           49        211.1
  4170     107.9      129.4           47        211.1
  4180     107.8      127.3           45        210.3
  4190     104.0      125.2           43        210.5
  4200     110.9      123.3           41        186.3
  4210     123.7      121.8           39        126.7
  4220     126.7      120.7           38        105.4
  4230     115.8      119.8           37         68.4
  4240      94.5      119.2           37         55.3
  4250      73.6      118.8           36         39.1
  4260      52.9      118.5           36         27.1
  4270      35.8      118.3           36         20.7
  4280      23.6      118.1           36         12.7
  4290     -20.1      118.0           36          9.5
  4300     -26.4      118.0           36          6.9
  4310     -59.9      118.0           36         -5.5
  4320     -74.9      118.3           36        -45.2
  4330     -54.1      119.1           37       -102.2
  4340      -7.7      120.4           38       -150.1
  4350       0.0      121.9           39       -170.1
  4360      -4.3      123.5           41       -180.2
  4370     -38.5      125.3           43       -194.3
  4380     -67.7      127.2           45       -205.5
  4390     -81.4      129.4           47       -213.7
  4400     -68.3      131.5           49       -211.9
  4410     -60.1      133.6           51       -210.5
  4420     -63.3      135.7           53       -210.8
  4430     -65.6      137.8           55       -211.1
  4440     -63.7      139.9           57       -210.8
  4450     -62.1      142.0           60       -210.5
  4460     -65.5      144.1           62       -210.5
  4470     -69.8      146.3           64       -210.5
  4480     -71.3      148.4           66       -211.1
  4490     -69.6      150.5           68       -210.8
  4500     -66.4      152.6           70       -210.8
  4510     -63.3      154.7           72       -210.5
  4520     -61.2      156.8           74       -210.0
  4530     -62.4      158.9           76       -210.0
  4540     -65.0      161.0           79       -210.5
  4550     -64.3      163.1           81       -210.5
  4560     -60.7      165.2           83       -210.0
  4570     -55.7      167.3           85       -209.7
  4580     -52.7      169.4           87       -209.7
  4590     -50.4      171.5           89       -210.0
  4600     -47.7      173.6           91       -209.5
  4610     -44.2      175.7           93       -209.5
  4620     -37.7      177.8           95       -209.2
  4630     -31.6      179.9           97       -208.9
  4640     -25.2      182.0          100       -208.7
  4650     -19.0      184.0          102       -208.4
  4660     -12.2      186.1          104       -207.9
  4670      -6.4      188.2          106       -208.1
  4680      -0.8      190.2          108       -183.9
  4690     -13.8      192.0          110       -177.5
  4700     -15.9      193.2          111       -121.9
  4710      -3.9      194.3          112        -89.1
  4720       0.0      194.9          112        -66.2
  4730       0.0      195.5          113        -52.9
  4740       0.0      195.8          113        -36.2
  4750      37.3      196.1          114        -18.6
  4760      82.9      196.1          114          9.5
  4770      78.4      195.8          113         40.7
